Name,cat,manufacturer,model,insulation type,jacket type,od,kgm,jackThickness,guage,#conduits,grade,part#,Item#
Generic (TP TP 8 4),3,GENERIC,GENERIC,2,2,19.177,0.584863897,1.524,8,4,,,
Generic (TS TS 8 4),3,GENERIC,GENERIC,1,1,18.542,0.569981864,1.524,8,4,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,16.51,0.571470067,1.524,8,4,Industrial Grade,68158,264
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,16.51,0.523847562,1.524,8,4,Industrial Grade,68150,268
Cable USAETFE TYPE TC,3,Cable USA,ETFE TYPE TC,2,2,15.2654,0.477713259,1.143,8,4,Industrial Grade,180804C6,109
Cable USAFEP Insulated Instrument/Control Cable,3,Cable USA,FEP Insulated Instrument/Control Cable,2,2,12.9286,0.44646099,1.524,8,4,Industrial Grade,,172
Cable USAFEP(Teflon) TYPE TC,3,Cable USA,FEP(Teflon) TYPE TC,2,2,17.0434,0.580399287,1.524,8,4,Industrial Grade,180804C6,179
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,16.891,0.538729595,1.524,8,4,Industrial Grade,12043,221
DrakaPower & Control Type TC THHN OR THWN Shield,3,Draka,Power & Control Type TC THHN OR THWN Shield,2,2,19.177,0.620580776,1.524,8,4,Industrial Grade,12604,231
DrakaPower & Control Type TC THHN OR THWN Shield,3,Draka,Power & Control Type TC THHN OR THWN Shield,2,2,19.177,0.584863897,1.524,8,4,Industrial Grade,12804,232
Draka20-10 Control Cable Shielded,3,Draka,20-10 Control Cable Shielded,2,2,23.368,0.760471886,2.032,8,4,Industrial Grade,76041,321
Draka20-10 Control Cable Shielded,3,Draka,20-10 Control Cable Shielded,2,2,25.654,0.803629782,2.032,8,4,Industrial Grade,78041,322
General CableVNTC ,3,General Cable,VNTC ,2,2,16.637,0.358656995,1.524,8,4,Industrial Grade,236380,277
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,17.907,0.552123424,1.524,8,4,Industrial Grade,ES08231,256
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,18.542,0.569981864,1.524,8,4,Industrial Grade,212040,200
DrakaGeneral Purpose Control XLPE Shield,3,Draka,General Purpose Control XLPE Shield,1,1,20.193,0.660762265,1.524,8,4,Industrial Grade,202040,205
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,18.542,0.569981864,1.524,8,4,Industrial Grade,112040,243
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,20.193,0.660762265,1.524,8,4,Industrial Grade,152040,244
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,18.415,0.360145199,1.524,8,4,Industrial Grade,282590,153
General CableCVTC ,3,General Cable,CVTC ,1,1,17.907,0.572958271,1.524,8,4,Industrial Grade,783190,157
General CableEHTC ,3,General Cable,EHTC ,1,1,18.288,0.584863897,1.524,8,4,Industrial Grade,279670,164
General CableEHTC ,3,General Cable,EHTC ,1,1,18.415,0.360145199,1.524,8,4,Industrial Grade,338670,165
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,17.526,0.58188749,1.524,8,4,Class 1E Nuclear,379060,273
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,19.812,0.610163353,1.016,8,4,Class 1E Nuclear,P40-3039,79
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,15.24,0.520871155,1.143,8,4,Class 1E Nuclear,P92-0084,134
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,17.78,0.639927419,1.524,8,4,Class 1E Nuclear,P62-5036,185
Generic (TP TP 8 5),3,GENERIC,GENERIC,2,2,16.8148,0.5863521,1.143,8,5,Industrial Grade,180805C6,110
Cable USAETFE TYPE TC,3,Cable USA,ETFE TYPE TC,2,2,16.8148,0.5863521,1.143,8,5,Industrial Grade,180805C6,110
Cable USAFEP Insulated Instrument/Control Cable,3,Cable USA,FEP Insulated Instrument/Control Cable,2,2,14.3256,0.550635221,1.524,8,5,Industrial Grade,,173
Cable USAFEP(Teflon) TYPE TC,3,Cable USA,FEP(Teflon) TYPE TC,2,2,18.6944,0.700943754,1.524,8,5,Industrial Grade,180805C6,180
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,19.05,0.635462809,1.524,8,5,Industrial Grade,12053,222
Generic (TP TP 8 6),3,GENERIC,GENERIC,2,2,20.701,0.754519073,1.524,8,6,Industrial Grade,12063,223
Generic (TP TP 8 7),3,GENERIC,GENERIC,2,2,20.701,0.839346661,1.524,8,7,Industrial Grade,12073,224
Generic (TP TP 8 3+G),3,GENERIC,GENERIC,2,2,16.51,0.480689666,1.524,8,3+G,Industrial Grade,112049,210
Generic (TS TS 8 3+G),3,GENERIC,GENERIC,1,1,18.542,0.583375694,1.524,8,3+G,,,
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,19.812,0.818511815,1.27,8,3+G,Industrial Grade,295055,143
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,19.812,0.610163353,1.27,8,3+G,Industrial Grade,295055,144
DrakaGeneral Purpose Control 3 XLPE 1 Bare,3,Draka,General Purpose Control 3 XLPE 1 Bare,1,1,18.542,0.583375694,1.524,8,3+G,Industrial Grade,252049,188
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,16.891,0.477713259,1.524,8,3+G,Industrial Grade,212049,199
Generic (TS TS 10 1),3,GENERIC,GENERIC,1,1,5.6388,0.074410165,0.381,10,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,5.334,0.069945555,0,10,1,Class 1E Nuclear,P51-3555,7
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,4.572,0.059528132,0,10,1,Class 1E Nuclear,P51-3340,24
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,5.588,0.074410165,0.381,10,1,Class 1E Nuclear,P68-0110,44
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,5.6388,0.074410165,0.381,10,1,Class 1E Nuclear,P62-3922,48
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,7.366,0.081851182,1.016,10,1,Class 1E Nuclear,P40-3065,80
Generic (TS TS 10 3),3,GENERIC,GENERIC,1,1,10.414,0.275317611,0.889,10,3,Class 1E Nuclear,P92-0113,59
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,10.414,0.275317611,0.889,10,3,Class 1E Nuclear,P92-0113,59
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,11.938,0.349727776,1.143,10,3,Class 1E Nuclear,P62-0144,121
Generic (TS TS 10 4),3,GENERIC,GENERIC,1,1,11.43,0.327404726,0.889,10,4,Class 1E Nuclear,P92-0114,60
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,11.43,0.327404726,0.889,10,4,Class 1E Nuclear,P92-0114,60
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,13.97,0.44646099,1.524,10,4,Class 1E Nuclear,P62-0116,186
Generic (TS TS 12 1),3,GENERIC,GENERIC,1,1,5.08,0.052087116,0.381,12,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,4.572,0.049110709,0,12,1,Class 1E Nuclear,P51-3554,8
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,3.81,0.041669692,0,12,1,Class 1E Nuclear,P51-3328,25
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,5.08,0.052087116,0.381,12,1,Class 1E Nuclear,P68-0120,45
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,5.08,0.052087116,0.381,12,1,Class 1E Nuclear,P62-3835,49
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,6.604,0.059528132,0.889,12,1,Class 1E Nuclear,P40-3064,57
Generic (TS TS 12 3),3,GENERIC,GENERIC,1,1,9.144,0.186025413,0.889,12,3,Class 1E Nuclear,P92-0123,61
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,9.144,0.186025413,0.889,12,3,Class 1E Nuclear,P92-0123,61
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,10.668,0.252994561,1.143,12,3,Class 1E Nuclear,P62-0124,122
Generic (TS TS 12 4),3,GENERIC,GENERIC,1,1,10.16,0.223230495,0.889,12,4,Class 1E Nuclear,P92-0124,62
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,10.16,0.223230495,0.889,12,4,Class 1E Nuclear,P92-0124,62
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,11.938,0.29764066,1.143,12,4,Class 1E Nuclear,P62-0126,123
Generic (TS TS 14 1),3,GENERIC,GENERIC,1,1,4.572,0.037205083,0.381,14,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,4.064,0.034228676,0,14,1,Class 1E Nuclear,P51-3553,9
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,3.302,0.028275863,0,14,1,Class 1E Nuclear,P51-3350,26
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,4.572,0.037205083,0.381,14,1,Class 1E Nuclear,P68-0140,46
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,4.572,0.037205083,0.381,14,1,Class 1E Nuclear,P62-3834,50
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,6.096,0.044646099,0.889,14,1,Class 1E Nuclear,P40-3063,58
Generic (TS TS 14 3),3,GENERIC,GENERIC,1,1,8.128,0.126497281,0.889,14,3,Class 1E Nuclear,P92-0143,63
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,8.128,0.126497281,0.889,14,3,Class 1E Nuclear,P92-0143,63
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,9.652,0.186025413,1.143,14,3,Class 1E Nuclear,P62-0144,124
Generic (TS TS 14 4),3,GENERIC,GENERIC,1,1,8.89,0.156261347,0.889,14,4,Class 1E Nuclear,P92-0144,64
Rockbestos-SurprenantX-Link TC Power Cable,3,Rockbestos-Surprenant,X-Link TC Power Cable,1,1,8.89,0.156261347,0.889,14,4,Class 1E Nuclear,P92-0144,64
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,10.668,0.223230495,1.143,14,4,Class 1E Nuclear,P62-0146,125
Generic (TS TS 250 1),3,GENERIC,GENERIC,3,3,21.336,1.369147036,1.016,250,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,19.304,1.33938297,0,250,1,Class 1E Nuclear,P51-3565,10
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,17.78,1.279854838,0,250,1,Class 1E Nuclear,P51-3521,27
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,21.336,1.369147036,1.016,250,1,Class 1E Nuclear,P40-3022,81
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,21.082,1.421234152,1.651,250,1,Class 1E Nuclear,P68-0250,283
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,21.082,1.428675168,1.651,250,1,Class 1E Nuclear,P62-3954,288
Generic (TS TP 250 2),3,GENERIC,GENERIC,1,1,40.513,3.44072603,2.032,250,2,Industrial Grade,ES08231,495
Generic (TP TP 250 3),3,GENERIC,GENERIC,2,2,44.196,3.71157903,2.794,250,3,,,
Generic (TS TS 250 3),3,GENERIC,GENERIC,1,1,44.831,4.796479236,2.794,250,3,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,41.402,4.939346753,2.032,250,3,Industrial Grade,68173,515
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,41.402,4.747368527,2.794,250,3,Industrial Grade,17748,663
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,46.736,4.830707912,2.794,250,3,Industrial Grade,18631,602
General CableVNTC ,3,General Cable,VNTC ,2,2,44.196,3.71157903,2.794,250,3,Industrial Grade,222490,676
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,44.831,4.796479236,2.794,250,3,Industrial Grade,ES08231,639
American Insulated WireTYPE TC Power w/Ground,3,American Insulated Wire,TYPE TC Power w/Ground,1,1,45.593,5.320326798,2.794,250,3,Industrial Grade,32673,654
American Insulated WireXLPE-CPE TYPE TC Power/Control w/Ground,3,American Insulated Wire,XLPE-CPE TYPE TC Power/Control w/Ground,1,1,43.942,4.870889401,2.794,250,3,Industrial Grade,40974,683
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,46.736,4.717604461,2.032,250,3,Industrial Grade,218630,400
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,46.736,4.717604461,2.794,250,3,Industrial Grade,118630,629
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,42.1132,4.75332134,2.032,250,3,Class 1E Nuclear,379230,539
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,44.577,3.71157903,2.794,250,3,Industrial Grade,338890,559
General CableCVTC ,3,General Cable,CVTC ,1,1,44.45,4.675934769,2.794,250,3,Industrial Grade,328540,566
General CableEHTC ,3,General Cable,EHTC ,1,1,44.577,3.71157903,2.794,250,3,Industrial Grade,338780,573
General CableEHTC ,3,General Cable,EHTC ,1,1,44.704,4.738439307,2.794,250,3,Industrial Grade,300780,574
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,46.736,4.821778692,1.016,250,3,Class 1E Nuclear,P40-3036,82
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,44.196,5.037568171,2.794,250,3,Class 1E Nuclear,P62-3422,586
Generic (TP TP 250 4),3,GENERIC,GENERIC,2,2,49.403,4.882795027,2.794,250,4,,,
Generic (TS TS 250 4),3,GENERIC,GENERIC,1,1,48.641,5.981089063,2.794,250,4,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,47.371,6.321887618,2.794,250,4,Industrial Grade,68174,657
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,47.371,6.129909393,2.794,250,4,Industrial Grade,23569,664
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,51.816,6.126932986,2.794,250,4,Industrial Grade,18641,604
General CableVNTC ,3,General Cable,VNTC ,2,2,49.403,4.882795027,2.794,250,4,Industrial Grade,297050,677
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,49.403,6.067404854,2.794,250,4,Industrial Grade,ES08231,640
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,50.292,6.021270552,2.794,250,4,Industrial Grade,218640,594
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,50.292,6.021270552,2.794,250,4,Industrial Grade,118640,631
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,49.149,4.884283231,2.794,250,4,Industrial Grade,338900,560
General CableCVTC ,3,General Cable,CVTC ,1,1,49.022,6.024246958,2.794,250,4,Industrial Grade,339590,567
General CableEHTC ,3,General Cable,EHTC ,1,1,48.641,5.981089063,2.794,250,4,Industrial Grade,346990,575
General CableEHTC ,3,General Cable,EHTC ,1,1,49.149,4.884283231,2.794,250,4,Industrial Grade,338790,576
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,48.2092,6.103121733,2.794,250,4,Class 1E Nuclear,379240,669
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,52.07,6.25045386,1.016,250,4,Class 1E Nuclear,P40-3048,83
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,48.768,6.295099959,2.794,250,4,Class 1E Nuclear,P62-5044,587
Generic (TP TP 250 3+G),3,GENERIC,GENERIC,2,2,46.736,5.052450204,2.794,250,3+G,,,
Generic (TS TS 250 3+G),3,GENERIC,GENERIC,1,1,48.006,5.030127154,1.524,250,3+G,,,
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,48.006,5.625408474,1.524,250,3+G,Industrial Grade,295086,245
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,48.006,5.030127154,1.524,250,3+G,Industrial Grade,295086,246
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,46.736,4.91107089,2.032,250,3+G,Industrial Grade,218649,401
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,46.736,4.91107089,2.794,250,3+G,Industrial Grade,118649,630
Generic (TS TP 300 2),3,GENERIC,GENERIC,1,1,44.831,3.881234206,2.794,300,2,Industrial Grade,ES08231,641
Generic (TS TP 300 3),3,GENERIC,GENERIC,1,1,47.625,5.836733343,2.794,300,3,Industrial Grade,ES08231,642
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,47.625,5.836733343,2.794,300,3,Industrial Grade,ES08231,642
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,50.038,5.661125353,2.794,300,3,Industrial Grade,18731,605
Generic (TS TP 300 4),3,GENERIC,GENERIC,1,1,52.705,7.085335911,2.794,300,4,Industrial Grade,ES08231,643
Generic (TP TP 300 4),3,GENERIC,GENERIC,2,2,55.372,7.190998346,2.794,300,4,Industrial Grade,18741,607
Generic (TP TP 300 3+G),3,GENERIC,GENERIC,2,2,50.038,5.881379442,2.794,300,3+G,Industrial Grade,18749,606
Generic (TS TS 350 1),3,GENERIC,GENERIC,1,1,21.844,1.815608026,0,350,1,,,
Rockbestos-SurprenantFirewall III - Unipass Power Cable,3,Rockbestos-Surprenant,Firewall III - Unipass Power Cable,1,1,21.844,1.815608026,0,350,1,Class 1E Nuclear,P51-3566,11
Rockbestos-SurprenantFirewall III-XHHW Power Cable,3,Rockbestos-Surprenant,Firewall III-XHHW Power Cable,1,1,20.32,1.756079894,0,350,1,Class 1E Nuclear,P51-3522,28
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,24.13,1.860254125,1.016,350,1,Class 1E Nuclear,P40-3023,84
Rockbestos-SurprenantFirewall EP Power Cable,3,Rockbestos-Surprenant,Firewall EP Power Cable,1,1,23.876,1.919782257,1.651,350,1,Class 1E Nuclear,P68-0350,284
Rockbestos-SurprenantFirewall III - J Power Cable,3,Rockbestos-Surprenant,Firewall III - J Power Cable,1,1,23.876,1.93466429,1.651,350,1,Class 1E Nuclear,P62-3846,289
Generic (TS TP 350 2),3,GENERIC,GENERIC,1,1,47.371,4.369364889,2.794,350,2,Industrial Grade,ES08231,644
Generic (TP TP 350 3),3,GENERIC,GENERIC,2,2,50.419,6.176043695,2.794,350,3,,,
Generic (TS TS 350 3),3,GENERIC,GENERIC,1,1,51.562,6.326352228,2.794,350,3,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,48.514,6.42159724,2.794,350,3,Industrial Grade,68175,658
American Insulated WireTYPE TC-ER Power,3,American Insulated Wire,TYPE TC-ER Power,2,2,50.419,6.176043695,2.794,350,3,Industrial Grade,17750,665
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,52.832,6.491542795,2.794,350,3,Industrial Grade,18831,608
General CableVNTC ,3,General Cable,VNTC ,2,2,50.546,5.170018264,2.794,350,3,Industrial Grade,226430,678
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,50.419,6.248965657,2.794,350,3,Industrial Grade,ES08231,645
American Insulated WireTYPE TC Power w/Ground,3,American Insulated Wire,TYPE TC Power w/Ground,1,1,51.181,7.232668038,2.794,350,3,Industrial Grade,31999,655
American Insulated WireXLPE-CPE TYPE TC Power/Control w/Ground,3,American Insulated Wire,XLPE-CPE TYPE TC Power/Control w/Ground,1,1,49.657,6.531724284,2.794,350,3,Industrial Grade,40975,684
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,51.562,6.326352228,2.794,350,3,Industrial Grade,218830,595
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,58.42,6.326352228,2.794,350,3,Industrial Grade,118840,632
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,51.054,5.174482874,2.794,350,3,Industrial Grade,282690,561
General CableCVTC ,3,General Cable,CVTC ,1,1,50.038,6.295099959,2.794,350,3,Industrial Grade,222570,568
General CableEHTC ,3,General Cable,EHTC ,1,1,49.784,6.231107217,2.794,350,3,Industrial Grade,325120,577
General CableEHTC ,3,General Cable,EHTC ,1,1,51.054,5.174482874,2.794,350,3,Industrial Grade,338800,578
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,54.5084,6.429038256,2.794,350,3,Class 1E Nuclear,379250,670
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,52.578,6.54809452,1.016,350,3,Class 1E Nuclear,P40-3037,85
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,49.784,6.600181636,2.794,350,3,Class 1E Nuclear,P62-0354,588
Generic (TP TP 350 4),3,GENERIC,GENERIC,2,2,55.626,6.824900334,2.794,350,4,,,
Generic (TS TS 350 4),3,GENERIC,GENERIC,1,1,55.753,8.150889474,2.794,350,4,,,
American Insulated WireType TC-ER - Power Cable w/Ground,3,American Insulated Wire,Type TC-ER - Power Cable w/Ground,2,2,53.34,8.475317794,2.794,350,4,Industrial Grade,68176,659
DrakaPower & Control Type TC THHN or THWN,3,Draka,Power & Control Type TC THHN or THWN,2,2,58.674,8.258040112,2.794,350,4,Industrial Grade,18841,610
General CableVNTC ,3,General Cable,VNTC ,2,2,55.626,6.824900334,2.794,350,4,Industrial Grade,297060,679
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,55.753,8.150889474,2.794,350,4,Industrial Grade,ES08231,646
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,56.896,8.192559167,2.794,350,4,Industrial Grade,218840,597
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,56.896,8.192559167,2.794,350,4,Industrial Grade,118849,634
General CableCHTC Type TC-ER,3,General Cable,CHTC Type TC-ER,1,1,55.372,6.811506504,2.794,350,4,Industrial Grade,338910,562
General CableCVTC ,3,General Cable,CVTC ,1,1,55.372,8.140472051,2.794,350,4,Industrial Grade,339600,569
General CableEHTC ,3,General Cable,EHTC ,1,1,54.991,8.089873139,2.794,350,4,Industrial Grade,347000,579
General CableEHTC ,3,General Cable,EHTC ,1,1,55.372,6.811506504,2.794,350,4,Industrial Grade,338810,580
General CableUltrol 325,3,General Cable,Ultrol 325,1,1,49.276,8.311615431,2.794,350,4,Class 1E Nuclear,379260,671
Rockbestos-SurprenantFirewall SR Power Cable,3,Rockbestos-Surprenant,Firewall SR Power Cable,3,3,59.944,7.29219617,1.016,350,4,Class 1E Nuclear,P40-3049,86
Rockbestos-SurprenantFirewall III Power Cable,3,Rockbestos-Surprenant,Firewall III Power Cable,1,1,55.118,8.48275881,2.794,350,4,Class 1E Nuclear,P62-5045,589
Generic (TP TP 350 3+G),3,GENERIC,GENERIC,2,2,52.832,6.713285086,2.794,350,3+G,Industrial Grade,18849,609
Generic (TS TS 350 3+G),3,GENERIC,GENERIC,1,1,53.848,6.711796883,1.524,350,3+G,,,
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,53.848,7.396370401,1.524,350,3+G,Industrial Grade,295092,247
DrakaType MC Power Cable 3 XHHW-2 (1 bare or 3 bare),3,Draka,Type MC Power Cable 3 XHHW-2 (1 bare or 3 bare),1,1,53.848,6.711796883,1.524,350,3+G,Industrial Grade,295092,248
DrakaGeneral Purpose Control XLPE,3,Draka,General Purpose Control XLPE,1,1,51.562,6.525771471,2.794,350,3+G,Industrial Grade,218849,596
DrakaPower & Control Type TC XHHW-2,3,Draka,Power & Control Type TC XHHW-2,1,1,58.42,6.525771471,2.794,350,3+G,Industrial Grade,118830,633
Generic (TS TP 400 2),3,GENERIC,GENERIC,1,1,49.911,4.955716989,2.794,400,2,Industrial Grade,ES08231,647
Generic (TP TP 400 3),3,GENERIC,GENERIC,2,2,55.626,7.323448439,2.794,400,3,Industrial Grade,18931,611
Generic (TS TP 400 3),3,GENERIC,GENERIC,1,1,52.959,7.295172577,2.794,400,3,Industrial Grade,ES08231,648
American Insulated WireTYPE TC Power,3,American Insulated Wire,TYPE TC Power,1,1,52.959,7.295172577,2.794,400,3,Industrial Grade,ES08231,648
Generic (TS TP 400 4),3,GENERIC,GENERIC,1,1,58.674,9.396515636,2.794,400,4,Industrial Grade,ES08231,649
Generic (TP TP 400 4),3,GENERIC,GENERIC,2,2,61.722,9.326570081,2.794,400,4,Industrial Grade,18941,613
Generic (TP TP 400 3+G),3,GENERIC,GENERIC,2,2,55.626,7.543702528,2.794,400,3+G,Industrial Grade,18949,612
Generic (TP TP 450 3),3,GENERIC,GENERIC,2,2,58.166,8.138983848,2.794,450,3,Industrial Grade,19031,614
